"項目","単位","1980_55","1981_56","1982_57","1983_58","1984_59","1985_60","1986_61","1987_62","1988_63","1989_1","1990_2","1991_3","1992_4","1993_5","1994_6","1995_7","1996_8","1997_9","1998_10","1999_11","2000_12","2001_13","2002_14","2003_15","2004_16","2005_17","2006_18","有効数字(少数桁)"
"産業（新）大分類別事業所数（民営）_建設業","事業所","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","549.0","","541.0",""
"産業（新）大分類別事業所数（民営）_製造業","事業所","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","384.0","","389.0",""
"産業（新）大分類別事業所数（民営）_電気･ガス･熱供給･水道業","事業所","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","3.0","","3.0",""
"産業（新）大分類別事業所数（民営）_情報通信業","事業所","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","26.0","","26.0",""
"産業（新）大分類別事業所数（民営）_運輸業","事業所","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","81.0","","84.0",""
"産業（新）大分類別事業所数（民営）_卸売･小売業","事業所","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","1691.0","","1694.0",""
"産業（新）大分類別事業所数（民営）_金融･保険業","事業所","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","104.0","","100.0",""
"産業（新）大分類別事業所数（民営）_不動産業","事業所","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","258.0","","240.0",""
"産業（新）大分類別事業所数（民営）_飲食店,宿泊業","事業所","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","879.0","","819.0",""
"産業（新）大分類別事業所数（民営）_医療,福祉","事業所","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","232.0","","271.0",""
"産業（新）大分類別事業所数（民営）_教育,学習支援業","事業所","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","138.0","","150.0",""
"産業（新）大分類別事業所数（民営）_複合サービス事業","事業所","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","52.0","","80.0",""
"産業（新）大分類別事業所数（民営）_サービス業（他に分類されないもの）","事業所","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","1013.0","","1045.0",""
"産業（新）大分類別事業所数（民営）_旧田辺市","事業所","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","4582.0","","…",""
"産業（新）大分類別事業所数（民営）_農業・林業・漁業","事業所","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","6.0","","…",""
"産業（新）大分類別事業所数（民営）_鉱業","事業所","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","1.0","","…",""
"産業（新）大分類別事業所数（民営）_建設業","事業所","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","382.0","","…",""
"産業（新）大分類別事業所数（民営）_製造業","事業所","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","303.0","","…",""
"産業（新）大分類別事業所数（民営）_電気･ガス･熱供給･水道業","事業所","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","3.0","","…",""
"産業（新）大分類別事業所数（民営）_情報通信業","事業所","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","26.0","","…",""
"産業（新）大分類別事業所数（民営）_運輸業","事業所","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","71.0","","…",""
"産業（新）大分類別事業所数（民営）_卸売･小売業","事業所","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","1466.0","","…",""
"産業（新）大分類別事業所数（民営）_金融･保険業","事業所","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","98.0","","…",""
"産業（新）大分類別事業所数（民営）_不動産業","事業所","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","257.0","","…",""
"産業（新）大分類別事業所数（民営）_飲食店,宿泊業","事業所","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","744.0","","…",""
"産業（新）大分類別事業所数（民営）_医療,福祉","事業所","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","199.0","","…",""
"産業（新）大分類別事業所数（民営）_教育,学習支援業","事業所","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","136.0","","…",""
"産業（新）大分類別事業所数（民営）_複合サービス事業","事業所","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","34.0","","…",""
"産業（新）大分類別事業所数（民営）_サービス業（他に分類されないもの）","事業所","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","856.0","","…",""
"産業（新）大分類別事業所数（民営）_旧龍神村","事業所","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","269.0","","…",""
"産業（新）大分類別事業所数（民営）_農業・林業・漁業","事業所","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","-","","…",""
"産業（新）大分類別事業所数（民営）_鉱業","事業所","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","2.0","","…",""
"産業（新）大分類別事業所数（民営）_建設業","事業所","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","54.0","","…",""
"産業（新）大分類別事業所数（民営）_製造業","事業所","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","26.0","","…",""
